Route_Number,Reason,Occurred_On,Boro,Bus_Company_Name,How_Long_Delayed,Number_Of_Students_On_The_Bus,Breakdown_or_Running_Late
Y650,Heavy Traffic,06 O'Clock,Others,"BORO TRANSIT, INC.",25-35 MIN,1,Running Late
X443,Heavy Traffic,07 O'Clock,Bronx,G.V.C. LTD. ,20 MIN,5,Running Late
X828,Heavy Traffic,07 O'Clock,Bronx,"BORO TRANSIT, INC.",25-35 MIN,2,Running Late
M710,Heavy Traffic,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,30 MIN,2,Running Late
X087,Heavy Traffic,07 O'Clock,Bronx,CONSOLIDATED BUS TRANS. I,25-35 MIN,4,Running Late
X038,Other,07 O'Clock,Bronx,CONSOLIDATED BUS TRANS. I,25-35 MIN,3,Running Late
L022,Heavy Traffic,07 O'Clock,Brooklyn,B & F SKILLED INC.,20 MIN,2,Running Late
X391,Other,07 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,9,Running Late
W906,Heavy Traffic,07 O'Clock,Westchester,VAN TRANS LLC ,20 MIN,1,Running Late
Q3374,Heavy Traffic,07 O'Clock,Queens,PRIDE TRANSPORTATION ,40 MIN,10,Running Late
Q298,Heavy Traffic,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,20 MIN,4,Running Late
M462,Problem Run,07 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,40 MIN,3,Running Late
L013,Heavy Traffic,07 O'Clock,Brooklyn,B & F SKILLED INC.,20 MIN,1,Running Late
Q195,Problem Run,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,30 MIN,5,Running Late
Y908,Heavy Traffic,07 O'Clock,Bronx,"DON THOMAS BUSES, INC. ",30 MIN,1,Running Late
X349,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,11,Running Late
Y973,Heavy Traffic,07 O'Clock,Others,"DON THOMAS BUSES, INC. ",20 MIN,5,Running Late
X178,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,12,Running Late
L349,Heavy Traffic,07 O'Clock,Others,"BORO TRANSIT, INC.",25-35 MIN,4,Running Late
R580,Heavy Traffic,07 O'Clock,Staten Island,"RELIANT TRANS, INC. ",25 MIN,5,Running Late
R624,Heavy Traffic,07 O'Clock,Staten Island,"RELIANT TRANS, INC. ",25 MIN,7,Running Late
Q002,Other,07 O'Clock,Queens,"RELIANT TRANS, INC. ",30 MIN,5,Running Late
P237,Heavy Traffic,07 O'Clock,Queens,HOYT TRANSPORTATION CORP.,45 MIN,6,Running Late
K615,Heavy Traffic,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",25 MIN,3,Running Late
L353,Heavy Traffic,07 O'Clock,Bronx,"RELIANT TRANS, INC. ",30 MIN,5,Running Late
M525,Heavy Traffic,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",20 MIN,6,Running Late
X696,Heavy Traffic,07 O'Clock,Bronx,G.V.C. LTD. ,10 MIN,6,Running Late
M817,Heavy Traffic,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,45 MIN,2,Running Late
L016,Heavy Traffic,07 O'Clock,Brooklyn,B & F SKILLED INC.,10 MIN,2,Running Late
K664,Heavy Traffic,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",30 MIN,4,Running Late
X484,Heavy Traffic,07 O'Clock,Bronx,G.V.C. LTD. ,15 MIN,3,Running Late
L523,Heavy Traffic,07 O'Clock,Others,"RELIANT TRANS, INC. ",20 MIN,7,Running Late
X785,Heavy Traffic,07 O'Clock,Bronx,G.V.C. LTD. ,30 MIN,4,Running Late
X375,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,10,Running Late
X397,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,11,Running Late
M418,Heavy Traffic,07 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,20 MIN,9,Running Late
L020,Heavy Traffic,07 O'Clock,Manhattan,B & F SKILLED INC.,20 MIN,1,Running Late
Y730,Heavy Traffic,07 O'Clock,Bronx,"DON THOMAS BUSES, INC. ",20 MIN,2,Running Late
M914,Heavy Traffic,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",30 MIN,6,Running Late
X688,Heavy Traffic,07 O'Clock,Bronx,G.V.C. LTD. ,25 MIN,4,Running Late
M543,Heavy Traffic,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",-1,8,Running Late
L618,Heavy Traffic,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",30 MIN,5,Running Late
M340,Heavy Traffic,07 O'Clock,Manhattan,CONSOLIDATED BUS TRANS. I,30-35 MIN,5,Running Late
Y929,Heavy Traffic,07 O'Clock,Others,"DON THOMAS BUSES, INC. ",20 MIN,5,Running Late
M949,Heavy Traffic,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,30 MIN,5,Running Late
M067,Heavy Traffic,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",30 MIN,5,Running Late
R541,Heavy Traffic,08 O'Clock,Staten Island,"RELIANT TRANS, INC. ",30 MIN,6,Running Late
L771,Mechanical Problem,08 O'Clock,Brooklyn,B & F SKILLED INC.,25 MIN,1,Running Late
M949,Heavy Traffic,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,45 MIN,3,Running Late
M447,Heavy Traffic,08 O'Clock,Manhattan,B & F SKILLED INC.,20 MIN,1,Running Late
M913,Heavy Traffic,08 O'Clock,Manhattan,G.V.C. LTD. ,15 MIN,3,Running Late
R627,Heavy Traffic,08 O'Clock,Staten Island,"RELIANT TRANS, INC. ",25 MIN,5,Running Late
M927,Heavy Traffic,08 O'Clock,Manhattan,G.V.C. LTD. ,5 MIN,3,Running Late
Q169,Heavy Traffic,07 O'Clock,Queens,PRIDE TRANSPORTATION ,45 MIN,12,Running Late
M278,Heavy Traffic,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,40 MIN,5,Running Late
L035,Heavy Traffic,08 O'Clock,Manhattan,B & F SKILLED INC.,15 MIN,4,Running Late
K336,Other,08 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",30 MIN,9,Running Late
M093,Heavy Traffic,08 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,45 MIN,2,Running Late
M755,Heavy Traffic,08 O'Clock,Manhattan,LEESEL TRANSP CORP ,40 MIN,3,Running Late
X888,Mechanical Problem,14 O'Clock,Bronx,HOYT TRANSPORTATION CORP.,-1,2,Breakdown
X688,Heavy Traffic,14 O'Clock,Bronx,G.V.C. LTD. ,30 MIN,2,Running Late
X863,Mechanical Problem,14 O'Clock,Bronx,HOYT TRANSPORTATION CORP.,-1,1,Breakdown
X601,Heavy Traffic,16 O'Clock,Bronx,G.V.C. LTD. ,10 MIN,4,Running Late
R819,Mechanical Problem,16 O'Clock,Staten Island,FIRST STEPS TRANSP INC. ,-1,1,Breakdown
X020,Other,06 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,4,Running Late
R698,Heavy Traffic,06 O'Clock,Staten Island,"RELIANT TRANS, INC. ",25 MIN,3,Running Late
X060,Heavy Traffic,06 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,6,Running Late
X045,Heavy Traffic,06 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,5,Running Late
X223,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,5,Running Late
X225,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,5,Running Late
W799,Heavy Traffic,07 O'Clock,Westchester,VAN TRANS LLC ,15 MIN,1,Running Late
X262,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,7,Running Late
X071,Heavy Traffic,07 O'Clock,Bronx,CONSOLIDATED BUS TRANS. I,25-35 MIN,2,Running Late
W814,Heavy Traffic,07 O'Clock,Westchester,VAN TRANS LLC ,30 MIN,1,Running Late
J789,Heavy Traffic,07 O'Clock,New Jersey,"RELIANT TRANS, INC. ",15 MIN,2,Running Late
L939,Heavy Traffic,07 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,3,Running Late
Q000,Heavy Traffic,07 O'Clock,Queens,"RELIANT TRANS, INC. ",15 MIN,2,Running Late
Q002,Heavy Traffic,07 O'Clock,Queens,"RELIANT TRANS, INC. ",15 MIN,3,Running Late
L963,Heavy Traffic,07 O'Clock,Others,"RELIANT TRANS, INC. ",25 MIN,3,Running Late
X205,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,30 MIN,12,Running Late
L016,Heavy Traffic,07 O'Clock,Manhattan,B & F SKILLED INC.,15 MIN,2,Running Late
M462,Problem Run,07 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,35 MIN,1,Running Late
L013,Heavy Traffic,07 O'Clock,Manhattan,B & F SKILLED INC.,15 MIN,3,Running Late
M094,Problem Run,07 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,30 MIN,3,Running Late
L649,Heavy Traffic,07 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,3,Running Late
Q195,Problem Run,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,30 MIN,4,Running Late
L022,Heavy Traffic,07 O'Clock,Brooklyn,B & F SKILLED INC.,20 MIN,3,Running Late
Q821,Problem Run,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,15 MIN,4,Running Late
M010,Accident,07 O'Clock,Manhattan,"BORO TRANSIT, INC.",25-35 MIN,2,Running Late
Y920,Heavy Traffic,07 O'Clock,Others,"DON THOMAS BUSES, INC. ",15 MIN,2,Running Late
X915,Heavy Traffic,07 O'Clock,Bronx,G.V.C. LTD. ,30 MIN,1,Running Late
R657,Heavy Traffic,07 O'Clock,Staten Island,"RELIANT TRANS, INC. ",15 MIN,7,Running Late
L518,Heavy Traffic,07 O'Clock,Others,"RELIANT TRANS, INC. ",20 MIN,6,Running Late
X238,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,11,Running Late
X205,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,12,Running Late
R541,Heavy Traffic,07 O'Clock,Staten Island,"RELIANT TRANS, INC. ",20 MIN,6,Running Late
Q592,Heavy Traffic,07 O'Clock,Queens,"RELIANT TRANS, INC. ",15 MIN,3,Running Late
X695,Heavy Traffic,07 O'Clock,Bronx,G.V.C. LTD. ,10 MIN,9,Running Late
L353,Heavy Traffic,07 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,4,Running Late
X785,Heavy Traffic,07 O'Clock,Bronx,G.V.C. LTD. ,35 MIN,4,Running Late
Y731,Heavy Traffic,07 O'Clock,Bronx,G.V.C. LTD. ,20 MIN,3,Running Late
L539,Heavy Traffic,07 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,10,Running Late
X696,Heavy Traffic,07 O'Clock,Bronx,G.V.C. LTD. ,20 MIN,6,Running Late
X398,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,13,Running Late
L511,Heavy Traffic,07 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,9,Running Late
X688,Heavy Traffic,07 O'Clock,Bronx,G.V.C. LTD. ,20 MIN,4,Running Late
Y989,Heavy Traffic,07 O'Clock,Others,"DON THOMAS BUSES, INC. ",20 MIN,3,Running Late
K568,Heavy Traffic,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",20 MIN,5,Running Late
K788,Heavy Traffic,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",20 MIN,6,Running Late
Q345,Heavy Traffic,08 O'Clock,Queens,"RELIANT TRANS, INC. ",15 MIN,8,Running Late
L620,Heavy Traffic,08 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,2,Running Late
Y922,Heavy Traffic,08 O'Clock,Others,"DON THOMAS BUSES, INC. ",20 MIN,2,Running Late
M447,Heavy Traffic,08 O'Clock,Manhattan,B & F SKILLED INC.,20 MIN,1,Running Late
Q150,Heavy Traffic,08 O'Clock,Queens,"RELIANT TRANS, INC. ",15 MIN,8,Running Late
M235,Heavy Traffic,08 O'Clock,Manhattan,"RELIANT TRANS, INC. ",15 MIN,8,Running Late
M194,Heavy Traffic,08 O'Clock,Manhattan,"RELIANT TRANS, INC. ",15 MIN,11,Running Late
Y888,Heavy Traffic,08 O'Clock,Others,"DON THOMAS BUSES, INC. ",10 MIN,1,Running Late
L771,Heavy Traffic,08 O'Clock,Brooklyn,B & F SKILLED INC.,20 MIN,3,Running Late
M960,Heavy Traffic,08 O'Clock,Manhattan,"THOMAS BUSES, INC. ",45 MIN,1,Running Late
L035,Heavy Traffic,08 O'Clock,Brooklyn,B & F SKILLED INC.,15 MIN,4,Running Late
Y947,Heavy Traffic,08 O'Clock,Bronx,"DON THOMAS BUSES, INC. ",30 MIN,3,Running Late
N754,Heavy Traffic,08 O'Clock,Nassau County,"THOMAS BUSES, INC. ",40 MIN,4,Running Late
M949,Heavy Traffic,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,30 MIN,3,Running Late
M502,Heavy Traffic,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,45 MIN,7,Running Late
K788,Heavy Traffic,08 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",20 MIN,13,Running Late
N869,Mechanical Problem,08 O'Clock,Nassau County,"NEW DAWN TRANSIT, LLC ",-1,1,Breakdown
X559,Heavy Traffic,07 O'Clock,Bronx,PRIDE TRANSPORTATION ,45 MIN,6,Running Late
Y723,Heavy Traffic,07 O'Clock,Bronx,PRIDE TRANSPORTATION ,30 MIN,3,Running Late
L782,Won`t Start,14 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",-1,1,Breakdown
Y888,Delayed by School,14 O'Clock,Manhattan,"DON THOMAS BUSES, INC. ",20 MIN,3,Running Late
P562,Other,06 O'Clock,Others,ACME BUS CORP. ,20 MIN,1,Running Late
L590,Heavy Traffic,06 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,1,Running Late
M543,Heavy Traffic,06 O'Clock,Manhattan,"RELIANT TRANS, INC. ",15 MIN,1,Running Late
L761,Heavy Traffic,06 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,1,Running Late
Y977,Heavy Traffic,06 O'Clock,Bronx,"DON THOMAS BUSES, INC. ",30 MIN,1,Running Late
L013,Heavy Traffic,06 O'Clock,Manhattan,B & F SKILLED INC.,15 MIN,3,Running Late
L761,Heavy Traffic,06 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,1,Running Late
R632,Heavy Traffic,06 O'Clock,Staten Island,"RELIANT TRANS, INC. ",15 MIN,2,Running Late
L623,Heavy Traffic,07 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,2,Running Late
W903,Heavy Traffic,07 O'Clock,Westchester,VAN TRANS LLC ,20 MIN,1,Running Late
X238,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,3,Running Late
X278,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,6,Running Late
Y973,Other,07 O'Clock,Others,"DON THOMAS BUSES, INC. ",15 MIN,2,Running Late
X060,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,7,Running Late
X178,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,8,Running Late
L016,Heavy Traffic,07 O'Clock,Manhattan,B & F SKILLED INC.,10 MIN,2,Running Late
X247,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,8,Running Late
X8659,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,2,Running Late
X8565,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,4,Running Late
L022,Heavy Traffic,07 O'Clock,Brooklyn,B & F SKILLED INC.,15 MIN,4,Running Late
M949,Heavy Traffic,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,45 MIN,2,Running Late
X345,Other,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,9,Running Late
X398,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,10,Running Late
M232,Heavy Traffic,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,45 MIN,4,Running Late
M754,Heavy Traffic,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,30 MIN,3,Running Late
M281,Heavy Traffic,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,45 MIN,9,Running Late
Q519,Mechanical Problem,07 O'Clock,Queens,"RELIANT TRANS, INC. ",-1,9,Breakdown
Q821,Problem Run,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,20 MIN,3,Running Late
X065,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,11,Running Late
X087,Heavy Traffic,07 O'Clock,Bronx,CONSOLIDATED BUS TRANS. I,25-30 MIN,5,Running Late
Y723,Heavy Traffic,07 O'Clock,Bronx,PRIDE TRANSPORTATION ,45 MIN,2,Running Late
X262,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,11,Running Late
M462,Problem Run,07 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,20 MIN,1,Running Late
X267,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,11,Running Late
M021,Other,07 O'Clock,Manhattan,"BORO TRANSIT, INC.",25-35 MIN,5,Running Late
X189,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,10,Running Late
L005,Heavy Traffic,07 O'Clock,Others,"BORO TRANSIT, INC.",25-35 MIN,3,Running Late
X205,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,10,Running Late
P562,Mechanical Problem,07 O'Clock,Others,ACME BUS CORP. ,-1,4,Breakdown
L332,Heavy Traffic,07 O'Clock,Staten Island,HOYT TRANSPORTATION CORP.,20 MIN,8,Running Late
X225,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,30 MIN,15,Running Late
L536,Heavy Traffic,07 O'Clock,Others,"RELIANT TRANS, INC. ",25 MIN,8,Running Late
X225,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,14,Running Late
L331,Heavy Traffic,07 O'Clock,Staten Island,HOYT TRANSPORTATION CORP.,20 MIN,9,Running Late
X225,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,15,Running Late
L771,Heavy Traffic,07 O'Clock,Brooklyn,B & F SKILLED INC.,20 MIN,2,Running Late
Y946,Heavy Traffic,07 O'Clock,Others,"DON THOMAS BUSES, INC. ",15 MIN,2,Running Late
M113,Problem Run,07 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,1 HR,7,Running Late
Q002,Heavy Traffic,07 O'Clock,Queens,"RELIANT TRANS, INC. ",15 MIN,5,Running Late
M418,Problem Run,07 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,20 MIN,10,Running Late
X291,Other,07 O'Clock,Bronx,"BORO TRANSIT, INC.",20-25 MIN,8,Running Late
R541,Heavy Traffic,07 O'Clock,Staten Island,"RELIANT TRANS, INC. ",15 MIN,8,Running Late
M150,Heavy Traffic,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",15 MIN,2,Running Late
L030,Heavy Traffic,08 O'Clock,Brooklyn,B & F SKILLED INC.,15 MIN,3,Running Late
L926,Mechanical Problem,08 O'Clock,Others,"RELIANT TRANS, INC. ",-1,2,Breakdown
X308,Heavy Traffic,08 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,12,Running Late
M453,Heavy Traffic,08 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,25 MIN,4,Running Late
M502,Heavy Traffic,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,45 MIN,11,Running Late
Y978,Heavy Traffic,08 O'Clock,Others,"DON THOMAS BUSES, INC. ",15 MIN,2,Running Late
J507,Heavy Traffic,08 O'Clock,New Jersey,"RELIANT TRANS, INC. ",20 MIN,2,Running Late
P573,Other,14 O'Clock,Others,ACME BUS CORP. ,20 MIN,9,Running Late
X808,Delayed by School,14 O'Clock,Bronx,HOYT TRANSPORTATION CORP.,15 MIN,3,Running Late
Y909,Heavy Traffic,06 O'Clock,Bronx,PRIDE TRANSPORTATION ,30 MIN,1,Running Late
L013,Heavy Traffic,06 O'Clock,Brooklyn,B & F SKILLED INC.,15 MIN,2,Running Late
L022,Heavy Traffic,06 O'Clock,Brooklyn,B & F SKILLED INC.,10 MIN,2,Running Late
Q133,Heavy Traffic,06 O'Clock,Queens,"RELIANT TRANS, INC. ",15 MIN,1,Running Late
J737,Heavy Traffic,06 O'Clock,New Jersey,"RELIANT TRANS, INC. ",20 MIN,2,Running Late
X247,Heavy Traffic,06 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,1,Running Late
X178,Heavy Traffic,06 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,1,Running Late
Y904,Heavy Traffic,06 O'Clock,Bronx,PRIDE TRANSPORTATION ,50 MIN,7,Running Late
X262,Heavy Traffic,06 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,1,Running Late
X398,Heavy Traffic,06 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,1,Running Late
X339,Heavy Traffic,06 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,2,Running Late
X238,Heavy Traffic,06 O'Clock,Bronx,VAN TRANS LLC ,25 MIN,3,Running Late
X069,Heavy Traffic,06 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,2,Running Late
M536,Heavy Traffic,06 O'Clock,Manhattan,"RELIANT TRANS, INC. ",15 MIN,2,Running Late
X349,Heavy Traffic,06 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,3,Running Late
C901,Heavy Traffic,06 O'Clock,Connecticut,VAN TRANS LLC ,15 MIN,1,Running Late
K664,Heavy Traffic,06 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",20 MIN,1,Running Late
X714,Heavy Traffic,06 O'Clock,Bronx,"RELIANT TRANS, INC. ",15 MIN,1,Running Late
C907,Heavy Traffic,06 O'Clock,Connecticut,VAN TRANS LLC ,15 MIN,1,Running Late
X205,Heavy Traffic,06 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,4,Running Late
X000,Heavy Traffic,06 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,4,Running Late
X8659,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,3,Running Late
K1361,Accident,06 O'Clock,Brooklyn,JOFAZ TRANSPORTATION INC.,1 HR,1,Running Late
Y650,Heavy Traffic,07 O'Clock,Others,"BORO TRANSIT, INC.",25-30 MIN,3,Running Late
Q122,Heavy Traffic,07 O'Clock,Queens,"RELIANT TRANS, INC. ",15 MIN,1,Running Late
P605,Heavy Traffic,07 O'Clock,Others,ACME BUS CORP. ,25 MIN,2,Running Late
X443,Heavy Traffic,07 O'Clock,Bronx,G.V.C. LTD. ,10 MIN,6,Running Late
X277,Heavy Traffic,07 O'Clock,Bronx,"BORO TRANSIT, INC.",25-35 MIN,3,Running Late
M016,Heavy Traffic,07 O'Clock,Manhattan,"BORO TRANSIT, INC.",25-30 MIN,4,Running Late
M462,Problem Run,07 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,30 MIN,1,Running Late
M735,Heavy Traffic,07 O'Clock,Manhattan,CONSOLIDATED BUS TRANS. I,25-35 MIN,4,Running Late
X029,Heavy Traffic,07 O'Clock,Bronx,"RELIANT TRANS, INC. ",15 MIN,3,Running Late
L761,Heavy Traffic,07 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,6,Running Late
X060,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,6,Running Late
R657,Heavy Traffic,07 O'Clock,Staten Island,"RELIANT TRANS, INC. ",15 MIN,3,Running Late
Q8335,Heavy Traffic,07 O'Clock,Queens,PRIDE TRANSPORTATION ,30 MIN,6,Running Late
Q821,Problem Run,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,30 MIN,2,Running Late
K338,Heavy Traffic,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",15 MIN,3,Running Late
Q298,Problem Run,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,30 MIN,6,Running Late
Y989,Heavy Traffic,07 O'Clock,Others,"DON THOMAS BUSES, INC. ",25 MIN,3,Running Late
Q196,Problem Run,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,30 MIN,4,Running Late
Y908,Heavy Traffic,07 O'Clock,Bronx,"DON THOMAS BUSES, INC. ",20 MIN,3,Running Late
L644,Heavy Traffic,07 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,3,Running Late
P603,Mechanical Problem,07 O'Clock,Others,ACME BUS CORP. ,-1,4,Breakdown
Y923,Heavy Traffic,07 O'Clock,Others,"DON THOMAS BUSES, INC. ",20 MIN,5,Running Late
Q054,Heavy Traffic,07 O'Clock,Queens,"RELIANT TRANS, INC. ",15 MIN,8,Running Late
P531,Heavy Traffic,07 O'Clock,Others,ACME BUS CORP. ,15 MIN,4,Running Late
X080,Heavy Traffic,07 O'Clock,Bronx,CONSOLIDATED BUS TRANS. I,25-30 MIN,5,Running Late
X399,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,45 MIN,3,Running Late
L939,Heavy Traffic,07 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,4,Running Late
L536,Heavy Traffic,07 O'Clock,Others,"RELIANT TRANS, INC. ",25 MIN,7,Running Late
X205,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,30 MIN,10,Running Late
X617,Heavy Traffic,07 O'Clock,Bronx,G.V.C. LTD. ,25 MIN,7,Running Late
M220,Heavy Traffic,07 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,10 MIN,2,Running Late
X695,Heavy Traffic,07 O'Clock,Bronx,G.V.C. LTD. ,15 MIN,11,Running Late
M525,Heavy Traffic,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",20 MIN,6,Running Late
M094,Heavy Traffic,07 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,30 MIN,5,Running Late
X959,Heavy Traffic,07 O'Clock,Bronx,G.V.C. LTD. ,10 MIN,6,Running Late
X307,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,5,Running Late
M247,Mechanical Problem,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,-1,3,Breakdown
X189,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,30 MIN,10,Running Late
X044,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,10,Running Late
P723,Heavy Traffic,07 O'Clock,Manhattan,G.V.C. LTD. ,20 MIN,2,Running Late
X247,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,30 MIN,10,Running Late
Y744,Heavy Traffic,07 O'Clock,Others,"DON THOMAS BUSES, INC. ",20 MIN,4,Running Late
X609,Heavy Traffic,07 O'Clock,Bronx,G.V.C. LTD. ,20 MIN,6,Running Late
W943,Heavy Traffic,07 O'Clock,Westchester,VAN TRANS LLC ,20 MIN,2,Running Late
M617,Heavy Traffic,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",25 MIN,5,Running Late
X785,Heavy Traffic,07 O'Clock,Bronx,G.V.C. LTD. ,25 MIN,6,Running Late
L780,Heavy Traffic,07 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,1,Running Late
X688,Heavy Traffic,07 O'Clock,Bronx,G.V.C. LTD. ,20 MIN,4,Running Late
W774,Heavy Traffic,06 O'Clock,Westchester,"RELIANT TRANS, INC.",20 MIN,2,Running Late
X225,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,50 MIN,15,Running Late
