Route_Number,Reason,Schools_Serviced,Occurred_On,Boro,Bus_Company_Name,How_Long_Delayed,Number_Of_Students_On_The_Bus,Breakdown_or_Running_Late
X399,Heavy Traffic,8048,07 O'Clock,Bronx,VAN TRANS LLC ,45 MIN,3,Running Late
L939,Heavy Traffic,15879,07 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,4,Running Late
X205,Heavy Traffic,8100,07 O'Clock,Bronx,VAN TRANS LLC ,30 MIN,10,Running Late
X617,Heavy Traffic,7475,07 O'Clock,Bronx,G.V.C. LTD. ,25 MIN,7,Running Late
M220,Heavy Traffic,2654,07 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,10 MIN,2,Running Late
X695,Heavy Traffic,8072,07 O'Clock,Bronx,G.V.C. LTD. ,15 MIN,11,Running Late
M525,Heavy Traffic,2667,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",20 MIN,6,Running Late
M094,Heavy Traffic,3075,07 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,30 MIN,5,Running Late
X959,Heavy Traffic,7296,07 O'Clock,Bronx,G.V.C. LTD. ,10 MIN,6,Running Late
X307,Heavy Traffic,9009,07 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,5,Running Late
M247,Mechanical Problem,2909,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,-1,3,Breakdown
X189,Heavy Traffic,8101,07 O'Clock,Bronx,VAN TRANS LLC ,30 MIN,10,Running Late
X044,Heavy Traffic,11674,07 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,10,Running Late
P723,Heavy Traffic,26187,07 O'Clock,Manhattan,G.V.C. LTD. ,20 MIN,2,Running Late
Y744,Heavy Traffic,11910,07 O'Clock,Others,"DON THOMAS BUSES, INC. ",20 MIN,4,Running Late
X609,Heavy Traffic,7449,07 O'Clock,Bronx,G.V.C. LTD. ,20 MIN,6,Running Late
W943,Heavy Traffic,75407,07 O'Clock,Westchester,VAN TRANS LLC ,20 MIN,2,Running Late
M617,Heavy Traffic,5161,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",25 MIN,5,Running Late
X785,Heavy Traffic,10431,07 O'Clock,Bronx,G.V.C. LTD. ,25 MIN,6,Running Late
L780,Heavy Traffic,16081,07 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,1,Running Late
X688,Heavy Traffic,8072,07 O'Clock,Bronx,G.V.C. LTD. ,20 MIN,4,Running Late
X225,Heavy Traffic,12419,07 O'Clock,Bronx,VAN TRANS LLC ,50 MIN,15,Running Late
Y916,Heavy Traffic,12134,07 O'Clock,Bronx,"DON THOMAS BUSES, INC. ",20 MIN,3,Running Late
J739,Heavy Traffic,75003,07 O'Clock,New Jersey,"RELIANT TRANS, INC. ",30 MIN,5,Running Late
M535,Heavy Traffic,2655,08 O'Clock,Manhattan,"RELIANT TRANS, INC. ",30 MIN,5,Running Late
J712,Heavy Traffic,75003,08 O'Clock,New Jersey,"RELIANT TRANS, INC. ",20 MIN,2,Running Late
W829,Heavy Traffic,75550,07 O'Clock,All Boroughs,VAN TRANS LLC ,40 MIN,15,Running Late
M179,Heavy Traffic,4112,08 O'Clock,Manhattan,"RELIANT TRANS, INC. ",30 MIN,6,Running Late
X672,Heavy Traffic,8140,08 O'Clock,Bronx,G.V.C. LTD. ,30 MIN,4,Running Late
M520,Heavy Traffic,4839,08 O'Clock,Manhattan,"RELIANT TRANS, INC. ",30 MIN,5,Running Late
X610,Heavy Traffic,7449,08 O'Clock,Bronx,G.V.C. LTD. ,15 MIN,9,Running Late
M181,Heavy Traffic,4112,08 O'Clock,Manhattan,"RELIANT TRANS, INC. ",30 MIN,5,Running Late
M677,Heavy Traffic,3464,08 O'Clock,Manhattan,"RELIANT TRANS, INC. ",20 MIN,2,Running Late
X956,Heavy Traffic,7005,08 O'Clock,Bronx,G.V.C. LTD. ,15 MIN,7,Running Late
K788,Heavy Traffic,13369,08 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",25 MIN,13,Running Late
X490,Heavy Traffic,12486,08 O'Clock,Bronx,G.V.C. LTD. ,10 MIN,9,Running Late
M949,Heavy Traffic,2001,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,45 MIN,3,Running Late
L024,Heavy Traffic,14471,08 O'Clock,Others,"THOMAS BUSES, INC. ",10 MIN,2,Running Late
Y937,Heavy Traffic,11816,07 O'Clock,Bronx,PRIDE TRANSPORTATION ,40 MIN,2,Running Late
N585,Heavy Traffic,75691,08 O'Clock,Nassau County,"BORO TRANSIT, INC.",20 MIN,3,Running Late
M899,Heavy Traffic,2531,08 O'Clock,Manhattan,"THOMAS BUSES, INC. ",20 MIN,2,Running Late
P526,Heavy Traffic,25912,08 O'Clock,Manhattan,ACME BUS CORP. ,10 MIN,5,Running Late
P528,Heavy Traffic,25912,08 O'Clock,Others,ACME BUS CORP. ,10 MIN,6,Running Late
P405,Heavy Traffic,26808,08 O'Clock,Others,ACME BUS CORP. ,7 MIN,5,Running Late
Y909,Heavy Traffic,12084,06 O'Clock,Bronx,PRIDE TRANSPORTATION ,30 MIN,1,Running Late
L013,Heavy Traffic,20865,06 O'Clock,Brooklyn,B & F SKILLED INC.,15 MIN,2,Running Late
Y904,Other,7155,06 O'Clock,Bronx,PRIDE TRANSPORTATION ,40 MIN,3,Running Late
L016,Heavy Traffic,"2,044,320,685",06 O'Clock,Manhattan,B & F SKILLED INC.,15 MIN,2,Running Late
L022,Heavy Traffic,20685,06 O'Clock,Brooklyn,B & F SKILLED INC.,10 MIN,3,Running Late
M712,Heavy Traffic,4005,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",15 MIN,6,Running Late
L761,Heavy Traffic,23004,07 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,5,Running Late
Y981,Heavy Traffic,11012,07 O'Clock,Others,"DON THOMAS BUSES, INC. ",20 MIN,2,Running Late
Q806,Heavy Traffic,30006,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,30 MIN,1,Running Late
X672,Heavy Traffic,8140,07 O'Clock,Bronx,G.V.C. LTD. ,30 MIN,5,Running Late
L526,Heavy Traffic,13307,07 O'Clock,Others,"RELIANT TRANS, INC. ",25 MIN,4,Running Late
Y942,Heavy Traffic,11465,07 O'Clock,Others,"DON THOMAS BUSES, INC. ",20 MIN,5,Running Late
Q298,Heavy Traffic,24422,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,15 MIN,6,Running Late
P723,Heavy Traffic,26187,07 O'Clock,Queens,G.V.C. LTD. ,20 MIN,2,Running Late
Q512,Mechanical Problem,28086,07 O'Clock,Queens,"RELIANT TRANS, INC. ",-1,4,Breakdown
Y991,Heavy Traffic,11355,07 O'Clock,Bronx,"DON THOMAS BUSES, INC. ",30 MIN,5,Running Late
X205,Heavy Traffic,8100,07 O'Clock,Bronx,VAN TRANS LLC ,30 MIN,10,Running Late
Y824,Heavy Traffic,10485,07 O'Clock,Bronx,G.V.C. LTD. ,15 MIN,3,Running Late
Q821,Heavy Traffic,24343,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,10 MIN,4,Running Late
Y995,Heavy Traffic,7794,07 O'Clock,Others,"DON THOMAS BUSES, INC. ",20 MIN,6,Running Late
M179,Heavy Traffic,4112,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",25 MIN,2,Running Late
X247,Heavy Traffic,10081,07 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,10,Running Late
X696,Heavy Traffic,8101,07 O'Clock,Bronx,G.V.C. LTD. ,20 MIN,6,Running Late
X225,Heavy Traffic,12419,07 O'Clock,Bronx,VAN TRANS LLC ,30 MIN,10,Running Late
X695,Heavy Traffic,8072,07 O'Clock,Bronx,G.V.C. LTD. ,15 MIN,12,Running Late
L353,Heavy Traffic,14018,07 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,3,Running Late
M036,Problem Run,3480,07 O'Clock,Manhattan,"THOMAS BUSES, INC. ",30 MIN,3,Running Late
M550,Heavy Traffic,2655,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",15 MIN,6,Running Late
X399,Heavy Traffic,8048,07 O'Clock,Bronx,VAN TRANS LLC ,35 MIN,12,Running Late
Q592,Heavy Traffic,26490,07 O'Clock,Queens,"RELIANT TRANS, INC. ",15 MIN,5,Running Late
P236,Heavy Traffic,25802,07 O'Clock,Queens,HOYT TRANSPORTATION CORP.,15 MIN,7,Running Late
R379,Mechanical Problem,31507,07 O'Clock,Staten Island,"RELIANT TRANS, INC. ",-1,4,Breakdown
M617,Heavy Traffic,5161,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",15 MIN,4,Running Late
L547,Heavy Traffic,13685,07 O'Clock,Queens,"RELIANT TRANS, INC. ",20 MIN,2,Running Late
X238,Heavy Traffic,10445,07 O'Clock,Bronx,VAN TRANS LLC ,30 MIN,10,Running Late
M536,Heavy Traffic,2655,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",15 MIN,3,Running Late
X717,Heavy Traffic,12466,07 O'Clock,Bronx,"RELIANT TRANS, INC. ",15 MIN,12,Running Late
M949,Heavy Traffic,2001,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,30 MIN,3,Running Late
L977,Heavy Traffic,20259,07 O'Clock,Staten Island,HOYT TRANSPORTATION CORP.,30 MIN,3,Running Late
X936,Heavy Traffic,8349,08 O'Clock,Bronx,G.V.C. LTD. ,5 MIN,6,Running Late
L547,Heavy Traffic,13685,08 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,5,Running Late
M113,Heavy Traffic,3802,08 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,1 HR,7,Running Late
M913,Heavy Traffic,2002,08 O'Clock,Manhattan,G.V.C. LTD. ,10 MIN,2,Running Late
K220,Heavy Traffic,17862,08 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",25 MIN,4,Running Late
Y960,Heavy Traffic,9413,08 O'Clock,Others,"DON THOMAS BUSES, INC. ",20 MIN,7,Running Late
N620,Heavy Traffic,75627,08 O'Clock,Nassau County,"THOMAS BUSES, INC. ",10 MIN,6,Running Late
M448,Heavy Traffic,3417,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,30 MIN,4,Running Late
M899,Heavy Traffic,2531,08 O'Clock,Manhattan,"THOMAS BUSES, INC. ",20 MIN,4,Running Late
W947,Heavy Traffic,75955,08 O'Clock,Westchester,CHILDREN`S TRANS INC. ,20 MIN,4,Running Late
M211,Heavy Traffic,6293,09 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,1 HR,3,Running Late
Y959,Heavy Traffic,10445,15 O'Clock,Others,"DON THOMAS BUSES, INC. ",20 MIN,1,Running Late
X217,Heavy Traffic,12486,06 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,1,Running Late
Y865,Other,11556,06 O'Clock,Others,"DON THOMAS BUSES, INC. ",20 MIN,2,Running Late
L022,Heavy Traffic,20685,06 O'Clock,Brooklyn,B & F SKILLED INC.,15 MIN,1,Running Late
L016,Heavy Traffic,"2,044,320,685",06 O'Clock,Brooklyn,B & F SKILLED INC.,15 MIN,1,Running Late
X060,Heavy Traffic,11021,06 O'Clock,Bronx,VAN TRANS LLC ,-1,2,Running Late
X272,Heavy Traffic,10444,06 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,2,Running Late
X391,Heavy Traffic,10020,06 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,2,Running Late
X496,Other,8410,06 O'Clock,Bronx,G.V.C. LTD. ,20 MIN,10,Running Late
Q010,Heavy Traffic,27042,06 O'Clock,Queens,PRIDE TRANSPORTATION ,1 HR,3,Running Late
X644,Heavy Traffic,8320,06 O'Clock,Bronx,G.V.C. LTD. ,10 MIN,1,Running Late
L013,Heavy Traffic,20865,06 O'Clock,Manhattan,B & F SKILLED INC.,15 MIN,2,Running Late
P605,Heavy Traffic,29176,06 O'Clock,Others,ACME BUS CORP. ,20 MIN,1,Running Late
P723,Heavy Traffic,26187,06 O'Clock,Queens,G.V.C. LTD. ,30 MIN,1,Running Late
L761,Heavy Traffic,23004,07 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,5,Running Late
X296,Heavy Traffic,9145,07 O'Clock,Bronx,"BORO TRANSIT, INC.",25-35 MIN,2,Running Late
M303,Heavy Traffic,4050,07 O'Clock,Manhattan,G.V.C. LTD. ,20 MIN,1,Running Late
W003,Other,75615,07 O'Clock,Westchester,"BORO TRANSIT, INC.",25-35 MIN,3,Running Late
X690,Heavy Traffic,8101,07 O'Clock,Bronx,G.V.C. LTD. ,10 MIN,3,Running Late
X040,Heavy Traffic,12467,07 O'Clock,Bronx,CONSOLIDATED BUS TRANS. I,25-35 MIN,4,Running Late
M359,Heavy Traffic,1450,07 O'Clock,Manhattan,CONSOLIDATED BUS TRANS. I,25-30 MIN,5,Running Late
X018,Heavy Traffic,11012,07 O'Clock,Bronx,CONSOLIDATED BUS TRANS. I,25-35 MIN,6,Running Late
X205,Heavy Traffic,8100,07 O'Clock,Bronx,VAN TRANS LLC ,30 MIN,12,Running Late
M698,Other,6005,07 O'Clock,Manhattan,CONSOLIDATED BUS TRANS. I,25-35 MIN,4,Running Late
X262,Heavy Traffic,10007,07 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,8,Running Late
M462,Problem Run,6209,07 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,20 MIN,1,Running Late
Q298,Heavy Traffic,24422,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,15 MIN,6,Running Late
X695,Heavy Traffic,8072,07 O'Clock,Bronx,G.V.C. LTD. ,15 MIN,11,Running Late
J728,Flat Tire,75003,07 O'Clock,New Jersey,"RELIANT TRANS, INC. ",-1,2,Breakdown
X087,Other,7434,07 O'Clock,Bronx,CONSOLIDATED BUS TRANS. I,25-35 MIN,4,Running Late
P608,Heavy Traffic,29147,07 O'Clock,Others,ACME BUS CORP. ,20 MIN,3,Running Late
X247,Heavy Traffic,10081,07 O'Clock,Bronx,VAN TRANS LLC ,30 MIN,10,Running Late
X973,Heavy Traffic,11519,07 O'Clock,Bronx,G.V.C. LTD. ,15 MIN,10,Running Late
Y908,Heavy Traffic,7519,07 O'Clock,Others,"DON THOMAS BUSES, INC. ",20 MIN,4,Running Late
Q002,Heavy Traffic,30111,07 O'Clock,Queens,"RELIANT TRANS, INC. ",25 MIN,4,Running Late
M635,Heavy Traffic,3279,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",15 MIN,9,Running Late
X688,Heavy Traffic,8072,07 O'Clock,Bronx,G.V.C. LTD. ,20 MIN,3,Running Late
Y887,Heavy Traffic,11178,07 O'Clock,Others,"DON THOMAS BUSES, INC. ",20 MIN,2,Running Late
X915,Heavy Traffic,9055,07 O'Clock,Bronx,G.V.C. LTD. ,15 MIN,5,Running Late
X785,Heavy Traffic,10431,07 O'Clock,Bronx,G.V.C. LTD. ,20 MIN,6,Running Late
M949,Heavy Traffic,2001,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,30 MIN,3,Running Late
X672,Heavy Traffic,8140,07 O'Clock,Bronx,G.V.C. LTD. ,30 MIN,6,Running Late
X130,Heavy Traffic,12084,07 O'Clock,Bronx,"RELIANT TRANS, INC. ",30 MIN,5,Running Late
L707,Mechanical Problem,22109,07 O'Clock,Queens,"RELIANT TRANS, INC. ",-1,2,Breakdown
X308,Other,9009,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,12,Running Late
J708,Heavy Traffic,75003,07 O'Clock,New Jersey,"RELIANT TRANS, INC. ",20 MIN,10,Running Late
X247,Heavy Traffic,10081,07 O'Clock,Bronx,VAN TRANS LLC ,30 MIN,12,Running Late
M913,Heavy Traffic,2002,08 O'Clock,Manhattan,G.V.C. LTD. ,10 MIN,3,Running Late
M550,Heavy Traffic,2655,08 O'Clock,Manhattan,"RELIANT TRANS, INC. ",15 MIN,9,Running Late
W944,Heavy Traffic,75407,08 O'Clock,Westchester,CHILDREN`S TRANS INC. ,20 MIN,1,Running Late
Y938,Heavy Traffic,11816,07 O'Clock,Bronx,PRIDE TRANSPORTATION ,45 MIN,2,Running Late
P593,Other,27065,08 O'Clock,Others,ACME BUS CORP. ,10 MIN,2,Running Late
J728,Heavy Traffic,75003,08 O'Clock,Manhattan,"RELIANT TRANS, INC. ",15 MIN,2,Running Late
W946,Heavy Traffic,75407,08 O'Clock,Westchester,CHILDREN`S TRANS INC. ,15 MIN,2,Running Late
M113,Problem Run,3802,08 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,45 MIN,7,Running Late
W004,Other,75615,06 O'Clock,Westchester,"BORO TRANSIT, INC.",25-35 MIN,2,Running Late
L022,Heavy Traffic,20685,06 O'Clock,Manhattan,B & F SKILLED INC.,15 MIN,1,Running Late
L013,Heavy Traffic,20865,06 O'Clock,Brooklyn,B & F SKILLED INC.,15 MIN,2,Running Late
W814,Heavy Traffic,75470,06 O'Clock,Westchester,VAN TRANS LLC ,20 MIN,1,Running Late
X262,Heavy Traffic,10007,06 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,3,Running Late
X178,Heavy Traffic,12098,06 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,5,Running Late
Y909,Heavy Traffic,12084,06 O'Clock,Bronx,PRIDE TRANSPORTATION ,30 MIN,1,Running Late
X060,Heavy Traffic,11021,06 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,7,Running Late
X238,Heavy Traffic,10445,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,8,Running Late
W899,Heavy Traffic,75847,07 O'Clock,Westchester,VAN TRANS LLC ,20 MIN,1,Running Late
X375,Heavy Traffic,11949,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,2,Running Late
M949,Heavy Traffic,2001,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,30 MIN,3,Running Late
X349,Heavy Traffic,11519,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,9,Running Late
X076,Other,11949,07 O'Clock,Bronx,VAN TRANS LLC ,30 MIN,6,Running Late
Q821,Problem Run,24343,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,15 MIN,3,Running Late
M462,Problem Run,6209,07 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,20 MIN,1,Running Late
Y964,Heavy Traffic,9035,07 O'Clock,Others,"DON THOMAS BUSES, INC. ",20 MIN,1,Running Late
M635,Heavy Traffic,3279,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",15 MIN,9,Running Late
Y723,Heavy Traffic,7002,07 O'Clock,Bronx,PRIDE TRANSPORTATION ,30 MIN,4,Running Late
P723,Heavy Traffic,26187,07 O'Clock,Queens,G.V.C. LTD. ,20 MIN,4,Running Late
L926,Heavy Traffic,17138,07 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,3,Running Late
X000,Heavy Traffic,11688,07 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,10,Running Late
M220,Heavy Traffic,2654,07 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,15 MIN,2,Running Late
X688,Heavy Traffic,8072,07 O'Clock,Bronx,G.V.C. LTD. ,20 MIN,3,Running Late
M913,Heavy Traffic,2002,07 O'Clock,Manhattan,G.V.C. LTD. ,10 MIN,3,Running Late
Q298,Heavy Traffic,24422,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,20 MIN,6,Running Late
Q078,Heavy Traffic,27045,07 O'Clock,Queens,"RELIANT TRANS, INC. ",15 MIN,15,Running Late
M418,Problem Run,4001,07 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,25 MIN,10,Running Late
K338,Other,22109,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",25 MIN,4,Running Late
X696,Heavy Traffic,8101,07 O'Clock,Bronx,G.V.C. LTD. ,25 MIN,6,Running Late
Q118,Heavy Traffic,28332,07 O'Clock,Queens,"RELIANT TRANS, INC. ",20 MIN,1,Running Late
X484,Heavy Traffic,10569,07 O'Clock,Bronx,G.V.C. LTD. ,10 MIN,3,Running Late
X674,Heavy Traffic,8146,07 O'Clock,Bronx,G.V.C. LTD. ,5 MIN,2,Running Late
Q817,Heavy Traffic,28402,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,30 MIN,2,Running Late
Q044,Heavy Traffic,30145,07 O'Clock,Queens,"RELIANT TRANS, INC. ",15 MIN,1,Running Late
X483,Heavy Traffic,12486,07 O'Clock,Bronx,G.V.C. LTD. ,10 MIN,5,Running Late
J712,Heavy Traffic,75003,08 O'Clock,New Jersey,"RELIANT TRANS, INC. ",20 MIN,8,Running Late
Q078,Heavy Traffic,27045,08 O'Clock,Queens,"RELIANT TRANS, INC. ",15 MIN,16,Running Late
M247,Heavy Traffic,2909,08 O'Clock,Manhattan,LEESEL TRANSP CORP ,20 MIN,3,Running Late
M116,Heavy Traffic,3896,08 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,45 MIN,1,Running Late
X178,Heavy Traffic,12098,06 O'Clock,Bronx,VAN TRANS LLC ,-1,1,Running Late
L349,Other,16243,06 O'Clock,Others,"BORO TRANSIT, INC.",45 MIN,2,Running Late
X262,Heavy Traffic,10007,06 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,1,Running Late
X308,Heavy Traffic,9009,06 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,1,Running Late
M310,Heavy Traffic,1450,06 O'Clock,Manhattan,CONSOLIDATED BUS TRANS. I,25-35 MIN,1,Running Late
X299,Heavy Traffic,9022,06 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,2,Running Late
M183,Heavy Traffic,4404,06 O'Clock,Manhattan,"RELIANT TRANS, INC. ",15 MIN,1,Running Late
X238,Heavy Traffic,10445,06 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,2,Running Late
L013,Heavy Traffic,20865,06 O'Clock,Brooklyn,B & F SKILLED INC.,15 MIN,2,Running Late
P302,Heavy Traffic,28139,06 O'Clock,Others,ACME BUS CORP. ,20 MIN,1,Running Late
L022,Heavy Traffic,20685,06 O'Clock,Brooklyn,B & F SKILLED INC.,15 MIN,2,Running Late
P605,Heavy Traffic,29176,06 O'Clock,Others,ACME BUS CORP. ,20 MIN,1,Running Late
M181,Heavy Traffic,4112,06 O'Clock,Manhattan,"RELIANT TRANS, INC. ",15 MIN,2,Running Late
M728,Heavy Traffic,4372,06 O'Clock,Manhattan,LEESEL TRANSP CORP ,30 MIN,1,Running Late
L016,Heavy Traffic,"2,044,320,685",06 O'Clock,Brooklyn,B & F SKILLED INC.,15 MIN,2,Running Late
Y964,Heavy Traffic,9035,07 O'Clock,Others,"DON THOMAS BUSES, INC. ",20 MIN,1,Running Late
P525,Heavy Traffic,25912,07 O'Clock,Others,ACME BUS CORP. ,15 MIN,2,Running Late
X672,Heavy Traffic,8140,07 O'Clock,Bronx,G.V.C. LTD. ,30 MIN,4,Running Late
X785,Heavy Traffic,10445,07 O'Clock,Bronx,G.V.C. LTD. ,20 MIN,3,Running Late
M399,Heavy Traffic,3910,06 O'Clock,Manhattan,LEESEL TRANSP CORP ,1 HR,1,Running Late
X391,Other,10020,07 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,5,Running Late
P518,Heavy Traffic,27519,07 O'Clock,Others,ACME BUS CORP. ,20 MIN,1,Running Late
M485,Other,1063,06 O'Clock,Manhattan,LEESEL TRANSP CORP ,45 MIN,2,Running Late
M753,Other,2611,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,45 MIN,1,Running Late
R580,Mechanical Problem,31026,07 O'Clock,Staten Island,"RELIANT TRANS, INC. ",-1,3,Breakdown
M927,Heavy Traffic,1867,07 O'Clock,Manhattan,G.V.C. LTD. ,20 MIN,3,Running Late
Y910,Other,12002,07 O'Clock,Others,"DON THOMAS BUSES, INC. ",20 MIN,3,Running Late
Q111,Heavy Traffic,29134,07 O'Clock,Queens,"RELIANT TRANS, INC. ",15 MIN,6,Running Late
Q821,Problem Run,24343,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,15 MIN,4,Running Late
M635,Heavy Traffic,3279,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",15 MIN,7,Running Late
M462,Heavy Traffic,6209,07 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,20 MIN,1,Running Late
Y923,Heavy Traffic,8140,07 O'Clock,Others,"DON THOMAS BUSES, INC. ",20 MIN,6,Running Late
Q298,Heavy Traffic,24422,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,20 MIN,6,Running Late
R355,Heavy Traffic,31902,07 O'Clock,Staten Island,"RELIANT TRANS, INC. ",25 MIN,1,Running Late
Q196,Problem Run,24013,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,15 MIN,3,Running Late
X616,Heavy Traffic,7475,07 O'Clock,Bronx,G.V.C. LTD. ,15 MIN,7,Running Late
Q161,Heavy Traffic,28471,07 O'Clock,Queens,"RELIANT TRANS, INC. ",15 MIN,6,Running Late
X674,Heavy Traffic,8146,07 O'Clock,Bronx,G.V.C. LTD. ,5 MIN,10,Running Late
L526,Heavy Traffic,13307,07 O'Clock,Others,"RELIANT TRANS, INC. ",741 MIN,3,Running Late
X726,Heavy Traffic,11742,07 O'Clock,Bronx,"RELIANT TRANS, INC. ",15 MIN,9,Running Late
M537,Heavy Traffic,2358,07 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,20 MIN,4,Running Late
X247,Heavy Traffic,10081,07 O'Clock,Bronx,VAN TRANS LLC ,30 MIN,10,Running Late
X375,Heavy Traffic,11949,07 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,12,Running Late
W932,Heavy Traffic,75550,07 O'Clock,All Boroughs,VAN TRANS LLC ,30 MIN,1,Running Late
M536,Heavy Traffic,2655,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",15 MIN,4,Running Late
L590,Heavy Traffic,17904,07 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,5,Running Late
X956,Heavy Traffic,7005,07 O'Clock,Bronx,G.V.C. LTD. ,5 MIN,6,Running Late
Q015,Heavy Traffic,28048,07 O'Clock,Queens,"RELIANT TRANS, INC. ",15 MIN,2,Running Late
M418,Problem Run,4001,07 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,20 MIN,10,Running Late
Q817,Heavy Traffic,28402,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,30 MIN,4,Running Late
Q117,Heavy Traffic,30222,07 O'Clock,Queens,"RELIANT TRANS, INC. ",20 MIN,4,Running Late
M167,Heavy Traffic,4112,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",15 MIN,13,Running Late
M913,Heavy Traffic,2002,07 O'Clock,Manhattan,G.V.C. LTD. ,10 MIN,4,Running Late
Y938,Heavy Traffic,11816,07 O'Clock,Bronx,PRIDE TRANSPORTATION ,30 MIN,1,Running Late
M240,Heavy Traffic,2169,08 O'Clock,Manhattan,"RELIANT TRANS, INC. ",15 MIN,6,Running Late
M251,Heavy Traffic,2909,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,30 MIN,5,Running Late
J788,Heavy Traffic,75003,08 O'Clock,New Jersey,"RELIANT TRANS, INC. ",15 MIN,13,Running Late
M692,Heavy Traffic,2986,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,30 MIN,7,Running Late
M404,Other,3896,08 O'Clock,Manhattan,CONSOLIDATED BUS TRANS. I,25-35 MIN,3,Running Late
M899,Heavy Traffic,2531,08 O'Clock,Manhattan,"THOMAS BUSES, INC. ",15 MIN,1,Running Late
M736,Heavy Traffic,2918,08 O'Clock,Manhattan,"RELIANT TRANS, INC. ",25 MIN,3,Running Late
P236,Accident,25802,15 O'Clock,Brooklyn,HOYT TRANSPORTATION CORP.,45 MIN,3,Running Late
